task_id,project_id,assigned_to,task_description,status_id,priority,due_date
4400,20,39,Task description for Task 4400,3,Medium,2024-12-21
4401,41,99,Task description for Task 4401,2,Medium,2024-12-26
4402,5,95,Task description for Task 4402,1,Low,2024-12-23
4403,33,22,Task description for Task 4403,2,Medium,2024-12-21
4404,25,23,Task description for Task 4404,1,Medium,2024-12-23
4405,3,58,Task description for Task 4405,4,Low,2024-12-25
4406,29,43,Task description for Task 4406,3,High,2024-12-28
4407,34,61,Task description for Task 4407,2,Low,2024-12-31
4408,44,36,Task description for Task 4408,4,High,2024-12-27
4409,38,25,Task description for Task 4409,3,High,2024-12-24
4410,6,35,Task description for Task 4410,3,Low,2024-12-23
4411,19,40,Task description for Task 4411,2,Low,2024-12-29
4412,38,58,Task description for Task 4412,1,Low,2024-12-28
4413,25,61,Task description for Task 4413,3,Low,2024-12-24
4414,16,40,Task description for Task 4414,4,High,2024-12-26
4415,43,28,Task description for Task 4415,5,High,2024-12-27
4416,6,71,Task description for Task 4416,4,High,2024-12-24
4417,21,49,Task description for Task 4417,4,Medium,2024-12-24
4418,4,46,Task description for Task 4418,1,Medium,2024-12-28
4419,21,9,Task description for Task 4419,3,High,2024-12-27
4420,12,54,Task description for Task 4420,5,Medium,2024-12-21
4421,50,46,Task description for Task 4421,1,Medium,2024-12-26
4422,16,4,Task description for Task 4422,3,Low,2024-12-20
4423,10,27,Task description for Task 4423,3,Medium,2024-12-22
4424,33,43,Task description for Task 4424,1,Low,2024-12-23
4425,8,38,Task description for Task 4425,5,Medium,2024-12-30
4426,8,46,Task description for Task 4426,5,Medium,2024-12-29
4427,12,97,Task description for Task 4427,3,Low,2024-12-24
4428,8,56,Task description for Task 4428,1,High,2024-12-29
4429,6,56,Task description for Task 4429,2,High,2024-12-30
4430,15,32,Task description for Task 4430,2,Medium,2024-12-24
4431,18,96,Task description for Task 4431,2,Low,2024-12-26
4432,8,14,Task description for Task 4432,1,Low,2024-12-24
4433,24,43,Task description for Task 4433,2,High,2024-12-30
4434,22,57,Task description for Task 4434,5,Low,2024-12-28
4435,13,87,Task description for Task 4435,2,Low,2024-12-21
4436,19,100,Task description for Task 4436,5,High,2024-12-25
4437,21,27,Task description for Task 4437,4,Medium,2024-12-26
4438,18,61,Task description for Task 4438,3,High,2024-12-21
4439,31,55,Task description for Task 4439,1,Low,2024-12-31
4440,13,33,Task description for Task 4440,4,High,2024-12-27
4441,47,93,Task description for Task 4441,5,Medium,2024-12-30
4442,45,85,Task description for Task 4442,3,Medium,2024-12-24
4443,4,78,Task description for Task 4443,3,Low,2024-12-27
4444,21,25,Task description for Task 4444,2,Low,2024-12-21
4445,33,10,Task description for Task 4445,2,Medium,2024-12-24
4446,26,47,Task description for Task 4446,4,High,2024-12-24
4447,23,81,Task description for Task 4447,5,High,2024-12-25
4448,2,33,Task description for Task 4448,2,High,2024-12-30
4449,37,50,Task description for Task 4449,5,Medium,2024-12-27
4450,41,77,Task description for Task 4450,1,Medium,2024-12-22
4451,7,89,Task description for Task 4451,5,Low,2024-12-23
4452,14,21,Task description for Task 4452,1,High,2024-12-23
4453,47,16,Task description for Task 4453,5,Low,2024-12-26
4454,40,24,Task description for Task 4454,1,Medium,2024-12-29
4455,37,98,Task description for Task 4455,2,Low,2024-12-30
4456,45,94,Task description for Task 4456,3,Low,2024-12-26
4457,5,78,Task description for Task 4457,5,Medium,2024-12-23
4458,23,89,Task description for Task 4458,1,High,2024-12-26
4459,43,65,Task description for Task 4459,1,Medium,2024-12-22
4460,21,39,Task description for Task 4460,3,Medium,2024-12-20
4461,12,88,Task description for Task 4461,4,Low,2024-12-30
4462,35,10,Task description for Task 4462,1,Low,2024-12-20
4463,46,66,Task description for Task 4463,2,Medium,2024-12-31
4464,5,59,Task description for Task 4464,4,Medium,2024-12-20
4465,27,36,Task description for Task 4465,1,High,2024-12-27
4466,25,82,Task description for Task 4466,5,Medium,2024-12-27
4467,4,32,Task description for Task 4467,1,Medium,2024-12-31
4468,22,69,Task description for Task 4468,2,Medium,2024-12-26
4469,44,9,Task description for Task 4469,2,High,2024-12-28
4470,16,80,Task description for Task 4470,3,High,2024-12-29
4471,35,74,Task description for Task 4471,3,Medium,2024-12-26
4472,29,58,Task description for Task 4472,1,High,2024-12-27
4473,2,71,Task description for Task 4473,5,Medium,2024-12-31
4474,49,75,Task description for Task 4474,2,High,2024-12-23
4475,31,33,Task description for Task 4475,1,High,2024-12-27
4476,36,54,Task description for Task 4476,1,Medium,2024-12-30
4477,6,95,Task description for Task 4477,3,Low,2024-12-30
4478,47,84,Task description for Task 4478,2,High,2024-12-27
4479,45,48,Task description for Task 4479,5,Medium,2024-12-20
4480,47,33,Task description for Task 4480,1,Medium,2024-12-31
4481,22,81,Task description for Task 4481,2,High,2024-12-24
4482,12,84,Task description for Task 4482,2,Low,2024-12-28
4483,25,64,Task description for Task 4483,2,Low,2024-12-22
4484,44,31,Task description for Task 4484,5,Medium,2024-12-21
4485,18,44,Task description for Task 4485,4,High,2024-12-30
4486,19,4,Task description for Task 4486,3,High,2024-12-30
4487,27,18,Task description for Task 4487,5,High,2024-12-29
4488,40,12,Task description for Task 4488,5,Medium,2024-12-26
4489,35,29,Task description for Task 4489,5,Medium,2024-12-24
4490,26,99,Task description for Task 4490,5,Medium,2024-12-30
4491,30,31,Task description for Task 4491,1,Medium,2024-12-24
4492,11,69,Task description for Task 4492,1,Medium,2024-12-29
4493,4,67,Task description for Task 4493,2,Low,2024-12-21
4494,47,42,Task description for Task 4494,2,High,2024-12-24
4495,8,41,Task description for Task 4495,1,Medium,2024-12-28
4496,49,90,Task description for Task 4496,1,High,2024-12-25
4497,40,91,Task description for Task 4497,1,Low,2024-12-26
4498,28,92,Task description for Task 4498,2,Medium,2024-12-22
4499,14,36,Task description for Task 4499,5,High,2024-12-21
4500,49,98,Task description for Task 4500,1,Medium,2024-12-21
4501,16,49,Task description for Task 4501,2,High,2024-12-23
4502,12,19,Task description for Task 4502,2,High,2024-12-28
4503,19,22,Task description for Task 4503,1,High,2024-12-24
4504,50,76,Task description for Task 4504,5,Low,2024-12-28
4505,2,71,Task description for Task 4505,5,Low,2024-12-30
4506,38,24,Task description for Task 4506,2,Low,2024-12-21
4507,48,42,Task description for Task 4507,3,Medium,2024-12-24
4508,23,95,Task description for Task 4508,4,High,2024-12-23
4509,24,36,Task description for Task 4509,1,High,2024-12-28
4510,13,9,Task description for Task 4510,3,High,2024-12-31
4511,50,53,Task description for Task 4511,5,High,2024-12-26
4512,1,32,Task description for Task 4512,2,Medium,2024-12-22
4513,5,28,Task description for Task 4513,5,High,2024-12-21
4514,18,29,Task description for Task 4514,5,High,2024-12-30
4515,20,100,Task description for Task 4515,1,High,2024-12-26
4516,14,72,Task description for Task 4516,4,Medium,2024-12-22
4517,23,10,Task description for Task 4517,5,High,2024-12-31
4518,28,82,Task description for Task 4518,2,Low,2024-12-31
4519,2,5,Task description for Task 4519,2,Low,2024-12-28
4520,14,41,Task description for Task 4520,4,Low,2024-12-23
4521,23,66,Task description for Task 4521,2,Medium,2024-12-20
4522,8,92,Task description for Task 4522,3,High,2024-12-20
4523,45,88,Task description for Task 4523,5,Medium,2024-12-30
4524,9,27,Task description for Task 4524,2,Medium,2024-12-28
4525,39,74,Task description for Task 4525,2,Medium,2024-12-21
4526,48,32,Task description for Task 4526,5,High,2024-12-28
4527,40,19,Task description for Task 4527,3,Medium,2024-12-28
4528,42,28,Task description for Task 4528,3,Medium,2024-12-28
4529,45,75,Task description for Task 4529,3,Medium,2024-12-26
4530,20,70,Task description for Task 4530,2,Low,2024-12-26
4531,1,68,Task description for Task 4531,5,High,2024-12-26
4532,28,74,Task description for Task 4532,2,Medium,2024-12-24
4533,13,40,Task description for Task 4533,2,Medium,2024-12-22
4534,5,98,Task description for Task 4534,2,Low,2024-12-28
4535,15,73,Task description for Task 4535,4,High,2024-12-20
4536,21,62,Task description for Task 4536,2,Medium,2024-12-22
4537,30,35,Task description for Task 4537,3,Low,2024-12-26
4538,50,53,Task description for Task 4538,1,High,2024-12-30
4539,45,59,Task description for Task 4539,2,Medium,2024-12-29
4540,22,32,Task description for Task 4540,3,Medium,2024-12-25
4541,45,61,Task description for Task 4541,5,Medium,2024-12-22
4542,26,4,Task description for Task 4542,5,High,2024-12-22
4543,50,98,Task description for Task 4543,3,Medium,2024-12-22
4544,1,61,Task description for Task 4544,2,Low,2024-12-20
4545,47,57,Task description for Task 4545,1,High,2024-12-21
4546,50,70,Task description for Task 4546,3,Low,2024-12-26
4547,5,59,Task description for Task 4547,4,Medium,2024-12-20
4548,33,39,Task description for Task 4548,5,Low,2024-12-26
4549,15,99,Task description for Task 4549,3,High,2024-12-23
4550,45,65,Task description for Task 4550,2,Low,2024-12-22
4551,19,31,Task description for Task 4551,5,Medium,2024-12-27
4552,1,10,Task description for Task 4552,2,Medium,2024-12-22
4553,13,100,Task description for Task 4553,3,Low,2024-12-27
4554,13,59,Task description for Task 4554,3,Low,2024-12-28
4555,24,16,Task description for Task 4555,1,High,2024-12-28
4556,2,96,Task description for Task 4556,3,Medium,2024-12-30
4557,18,7,Task description for Task 4557,2,Medium,2024-12-24
4558,6,32,Task description for Task 4558,3,Medium,2024-12-30
4559,8,46,Task description for Task 4559,1,Medium,2024-12-29
4560,27,66,Task description for Task 4560,2,Medium,2024-12-25
4561,43,81,Task description for Task 4561,5,High,2024-12-26
4562,41,65,Task description for Task 4562,4,Medium,2024-12-27
4563,39,40,Task description for Task 4563,4,Medium,2024-12-25
4564,50,68,Task description for Task 4564,2,High,2024-12-22
4565,27,91,Task description for Task 4565,4,Low,2024-12-23
4566,32,7,Task description for Task 4566,4,Medium,2024-12-26
4567,34,92,Task description for Task 4567,3,Low,2024-12-28
4568,44,11,Task description for Task 4568,1,High,2024-12-26
4569,22,55,Task description for Task 4569,3,High,2024-12-20
4570,15,53,Task description for Task 4570,3,Medium,2024-12-31
4571,9,55,Task description for Task 4571,5,Medium,2024-12-22
4572,48,59,Task description for Task 4572,5,Medium,2024-12-21
4573,15,86,Task description for Task 4573,5,Medium,2024-12-23
4574,18,56,Task description for Task 4574,1,High,2024-12-21
4575,14,61,Task description for Task 4575,5,High,2024-12-26
4576,1,62,Task description for Task 4576,5,Low,2024-12-31
4577,50,85,Task description for Task 4577,5,Medium,2024-12-20
4578,37,42,Task description for Task 4578,4,Medium,2024-12-25
4579,5,28,Task description for Task 4579,5,High,2024-12-27
4580,16,43,Task description for Task 4580,5,High,2024-12-23
4581,12,5,Task description for Task 4581,2,Medium,2024-12-22
4582,48,15,Task description for Task 4582,1,Low,2024-12-25
4583,24,59,Task description for Task 4583,3,High,2024-12-30
4584,26,71,Task description for Task 4584,5,Low,2024-12-28
4585,24,7,Task description for Task 4585,1,Medium,2024-12-20
4586,10,56,Task description for Task 4586,2,High,2024-12-26
4587,29,7,Task description for Task 4587,5,Low,2024-12-31
4588,28,27,Task description for Task 4588,5,Low,2024-12-29
4589,30,13,Task description for Task 4589,1,Medium,2024-12-28
4590,11,93,Task description for Task 4590,5,Medium,2024-12-26
4591,14,85,Task description for Task 4591,2,High,2024-12-26
4592,34,99,Task description for Task 4592,5,High,2024-12-25
4593,24,68,Task description for Task 4593,4,High,2024-12-29
4594,37,23,Task description for Task 4594,1,Low,2024-12-25
4595,3,20,Task description for Task 4595,2,Medium,2024-12-23
4596,10,92,Task description for Task 4596,5,Medium,2024-12-27
4597,36,54,Task description for Task 4597,3,High,2024-12-23
4598,46,55,Task description for Task 4598,5,Medium,2024-12-21
4599,13,51,Task description for Task 4599,2,High,2024-12-25
4600,22,5,Task description for Task 4600,5,Low,2024-12-21
4601,48,13,Task description for Task 4601,1,Low,2024-12-29
4602,39,18,Task description for Task 4602,2,Medium,2024-12-25
4603,24,58,Task description for Task 4603,1,Low,2024-12-30
4604,12,27,Task description for Task 4604,4,Low,2024-12-21
4605,12,63,Task description for Task 4605,1,Medium,2024-12-20
4606,21,6,Task description for Task 4606,4,High,2024-12-30
4607,37,71,Task description for Task 4607,4,Low,2024-12-29
4608,4,85,Task description for Task 4608,4,Low,2024-12-30
4609,6,56,Task description for Task 4609,4,Medium,2024-12-26
4610,39,66,Task description for Task 4610,2,High,2024-12-25
4611,13,58,Task description for Task 4611,2,Medium,2024-12-31
4612,46,42,Task description for Task 4612,3,Medium,2024-12-27
4613,47,68,Task description for Task 4613,4,Low,2024-12-24
4614,32,55,Task description for Task 4614,5,Low,2024-12-20
4615,13,65,Task description for Task 4615,4,High,2024-12-26
4616,8,32,Task description for Task 4616,3,Medium,2024-12-24
4617,37,88,Task description for Task 4617,3,Low,2024-12-28
4618,4,62,Task description for Task 4618,2,High,2024-12-22
4619,2,97,Task description for Task 4619,2,Low,2024-12-25
4620,23,16,Task description for Task 4620,2,High,2024-12-28
4621,41,69,Task description for Task 4621,1,Medium,2024-12-31
4622,37,69,Task description for Task 4622,1,High,2024-12-27
4623,36,35,Task description for Task 4623,5,High,2024-12-29
4624,4,74,Task description for Task 4624,2,High,2024-12-24
4625,31,7,Task description for Task 4625,5,Medium,2024-12-27
4626,7,78,Task description for Task 4626,3,Low,2024-12-29
4627,26,38,Task description for Task 4627,5,High,2024-12-26
4628,18,59,Task description for Task 4628,4,Medium,2024-12-20
4629,38,94,Task description for Task 4629,2,High,2024-12-23
4630,15,54,Task description for Task 4630,3,Medium,2024-12-30
4631,24,80,Task description for Task 4631,4,Medium,2024-12-25
4632,30,49,Task description for Task 4632,2,Low,2024-12-24
4633,2,74,Task description for Task 4633,2,Low,2024-12-27
4634,9,91,Task description for Task 4634,5,Low,2024-12-29
4635,18,35,Task description for Task 4635,1,Low,2024-12-24
4636,40,33,Task description for Task 4636,5,High,2024-12-23
4637,43,42,Task description for Task 4637,5,High,2024-12-20
4638,38,12,Task description for Task 4638,1,High,2024-12-27
4639,49,33,Task description for Task 4639,4,Low,2024-12-31
4640,33,4,Task description for Task 4640,1,Low,2024-12-22
4641,6,87,Task description for Task 4641,2,Low,2024-12-26
4642,14,12,Task description for Task 4642,4,High,2024-12-27
4643,6,18,Task description for Task 4643,5,Low,2024-12-25
4644,24,1,Task description for Task 4644,5,Low,2024-12-21
4645,25,44,Task description for Task 4645,2,High,2024-12-28
4646,13,71,Task description for Task 4646,1,Medium,2024-12-25
4647,49,35,Task description for Task 4647,5,Medium,2024-12-31
4648,3,17,Task description for Task 4648,5,High,2024-12-27
4649,4,91,Task description for Task 4649,1,Low,2024-12-28
4650,45,4,Task description for Task 4650,1,High,2024-12-28
4651,1,80,Task description for Task 4651,2,Medium,2024-12-29
4652,38,26,Task description for Task 4652,4,Medium,2024-12-21
4653,49,70,Task description for Task 4653,4,Medium,2024-12-20
4654,44,60,Task description for Task 4654,5,Medium,2024-12-26
4655,40,90,Task description for Task 4655,4,High,2024-12-26
4656,43,72,Task description for Task 4656,5,Medium,2024-12-24
4657,49,46,Task description for Task 4657,3,High,2024-12-23
4658,28,80,Task description for Task 4658,2,Low,2024-12-27
4659,20,99,Task description for Task 4659,4,Medium,2024-12-27
4660,20,56,Task description for Task 4660,1,Medium,2024-12-25
4661,42,24,Task description for Task 4661,2,High,2024-12-20
4662,7,87,Task description for Task 4662,4,Low,2024-12-27
4663,12,58,Task description for Task 4663,2,High,2024-12-24
4664,11,57,Task description for Task 4664,1,Medium,2024-12-31
4665,13,33,Task description for Task 4665,2,High,2024-12-21
4666,43,7,Task description for Task 4666,4,Medium,2024-12-26
4667,23,7,Task description for Task 4667,3,Low,2024-12-24
4668,36,29,Task description for Task 4668,4,High,2024-12-30
4669,32,45,Task description for Task 4669,4,High,2024-12-25
4670,16,74,Task description for Task 4670,5,Low,2024-12-30
4671,7,28,Task description for Task 4671,1,Medium,2024-12-28
4672,48,52,Task description for Task 4672,1,High,2024-12-26
4673,24,57,Task description for Task 4673,5,Low,2024-12-21
4674,4,71,Task description for Task 4674,5,Medium,2024-12-28
4675,21,25,Task description for Task 4675,5,Low,2024-12-20
4676,19,51,Task description for Task 4676,5,High,2024-12-25
4677,26,88,Task description for Task 4677,4,High,2024-12-24
4678,19,100,Task description for Task 4678,5,Low,2024-12-25
4679,47,1,Task description for Task 4679,3,Low,2024-12-25
4680,1,7,Task description for Task 4680,1,Medium,2024-12-26
4681,42,30,Task description for Task 4681,2,Medium,2024-12-27
4682,16,54,Task description for Task 4682,5,High,2024-12-21
4683,33,60,Task description for Task 4683,1,Medium,2024-12-26
4684,29,96,Task description for Task 4684,2,High,2024-12-26
4685,49,4,Task description for Task 4685,3,Medium,2024-12-30
4686,24,21,Task description for Task 4686,2,Low,2024-12-21
4687,48,95,Task description for Task 4687,2,High,2024-12-29
4688,2,53,Task description for Task 4688,2,Medium,2024-12-31
4689,43,6,Task description for Task 4689,5,High,2024-12-23
4690,9,100,Task description for Task 4690,3,High,2024-12-31
4691,25,35,Task description for Task 4691,1,Low,2024-12-27
4692,39,56,Task description for Task 4692,2,Low,2024-12-24
4693,42,31,Task description for Task 4693,2,Low,2024-12-21
4694,47,81,Task description for Task 4694,5,High,2024-12-22
4695,40,14,Task description for Task 4695,2,High,2024-12-25
4696,40,82,Task description for Task 4696,1,Low,2024-12-23
4697,40,46,Task description for Task 4697,3,Medium,2024-12-27
4698,26,18,Task description for Task 4698,4,High,2024-12-28
4699,34,80,Task description for Task 4699,1,Low,2024-12-22
4700,44,82,Task description for Task 4700,4,Medium,2024-12-25
4701,12,63,Task description for Task 4701,2,High,2024-12-31
4702,42,56,Task description for Task 4702,2,High,2024-12-22
4703,28,9,Task description for Task 4703,2,Low,2024-12-26
4704,27,41,Task description for Task 4704,3,High,2024-12-22
4705,6,100,Task description for Task 4705,1,Medium,2024-12-31
4706,45,54,Task description for Task 4706,5,High,2024-12-21
4707,26,75,Task description for Task 4707,1,Medium,2024-12-22
4708,46,16,Task description for Task 4708,2,Low,2024-12-25
4709,25,63,Task description for Task 4709,4,Medium,2024-12-25
4710,42,48,Task description for Task 4710,1,Low,2024-12-23
4711,38,70,Task description for Task 4711,2,Low,2024-12-28
4712,50,68,Task description for Task 4712,3,Medium,2024-12-20
4713,40,21,Task description for Task 4713,1,High,2024-12-31
4714,41,77,Task description for Task 4714,1,High,2024-12-20
4715,40,24,Task description for Task 4715,1,Low,2024-12-20
4716,44,1,Task description for Task 4716,1,Low,2024-12-28
4717,23,62,Task description for Task 4717,4,Low,2024-12-26
4718,20,45,Task description for Task 4718,3,Low,2024-12-31
4719,8,28,Task description for Task 4719,3,Low,2024-12-30
4720,15,17,Task description for Task 4720,5,Medium,2024-12-26
4721,38,34,Task description for Task 4721,5,Low,2024-12-20
4722,3,57,Task description for Task 4722,4,Medium,2024-12-28
4723,33,29,Task description for Task 4723,3,High,2024-12-24
4724,40,34,Task description for Task 4724,3,Low,2024-12-28
4725,50,25,Task description for Task 4725,4,Medium,2024-12-25
4726,41,94,Task description for Task 4726,3,High,2024-12-27
4727,14,72,Task description for Task 4727,2,High,2024-12-22
4728,46,19,Task description for Task 4728,5,High,2024-12-31
4729,30,8,Task description for Task 4729,1,High,2024-12-29
4730,49,82,Task description for Task 4730,1,Medium,2024-12-30
4731,1,25,Task description for Task 4731,3,Low,2024-12-22
4732,47,79,Task description for Task 4732,4,High,2024-12-27
4733,31,22,Task description for Task 4733,2,Medium,2024-12-31
4734,47,39,Task description for Task 4734,3,Medium,2024-12-25
4735,26,92,Task description for Task 4735,5,Medium,2024-12-31
4736,17,70,Task description for Task 4736,1,Low,2024-12-21
4737,39,86,Task description for Task 4737,4,Low,2024-12-26
4738,33,10,Task description for Task 4738,1,High,2024-12-26
4739,29,86,Task description for Task 4739,5,Medium,2024-12-30
4740,25,51,Task description for Task 4740,2,Low,2024-12-24
4741,50,70,Task description for Task 4741,5,High,2024-12-28
4742,30,84,Task description for Task 4742,4,High,2024-12-22
4743,6,20,Task description for Task 4743,2,Low,2024-12-24
4744,21,29,Task description for Task 4744,1,Low,2024-12-21
4745,8,78,Task description for Task 4745,4,Low,2024-12-27
4746,26,51,Task description for Task 4746,5,Medium,2024-12-22
4747,15,43,Task description for Task 4747,3,Medium,2024-12-23
4748,38,92,Task description for Task 4748,5,Medium,2024-12-26
4749,23,83,Task description for Task 4749,5,High,2024-12-30
4750,16,37,Task description for Task 4750,1,Medium,2024-12-29
4751,33,3,Task description for Task 4751,1,High,2024-12-31
4752,48,21,Task description for Task 4752,5,High,2024-12-28
4753,5,10,Task description for Task 4753,2,Low,2024-12-23
4754,8,89,Task description for Task 4754,2,Medium,2024-12-23
4755,48,9,Task description for Task 4755,5,Low,2024-12-29
4756,32,81,Task description for Task 4756,1,High,2024-12-29
4757,33,72,Task description for Task 4757,2,Medium,2024-12-20
4758,21,55,Task description for Task 4758,2,High,2024-12-25
4759,26,94,Task description for Task 4759,4,Low,2024-12-30
4760,40,69,Task description for Task 4760,5,High,2024-12-24
4761,31,37,Task description for Task 4761,5,Low,2024-12-22
4762,6,31,Task description for Task 4762,5,Medium,2024-12-29
4763,2,12,Task description for Task 4763,4,Medium,2024-12-21
4764,23,84,Task description for Task 4764,2,Medium,2024-12-22
4765,31,34,Task description for Task 4765,1,High,2024-12-26
4766,24,48,Task description for Task 4766,5,High,2024-12-21
4767,8,27,Task description for Task 4767,4,Medium,2024-12-30
4768,16,45,Task description for Task 4768,5,High,2024-12-22
4769,49,92,Task description for Task 4769,1,Low,2024-12-22
4770,36,38,Task description for Task 4770,1,Low,2024-12-25
4771,13,29,Task description for Task 4771,2,Low,2024-12-30
4772,18,13,Task description for Task 4772,5,Medium,2024-12-26
4773,43,74,Task description for Task 4773,5,Medium,2024-12-23
4774,43,22,Task description for Task 4774,1,Low,2024-12-23
4775,40,11,Task description for Task 4775,4,Medium,2024-12-23
4776,7,30,Task description for Task 4776,5,Low,2024-12-29
4777,47,12,Task description for Task 4777,1,Medium,2024-12-29
4778,42,71,Task description for Task 4778,2,Medium,2024-12-21
4779,40,14,Task description for Task 4779,2,Low,2024-12-29
4780,19,39,Task description for Task 4780,5,High,2024-12-27
4781,1,49,Task description for Task 4781,1,High,2024-12-28
4782,37,78,Task description for Task 4782,3,Medium,2024-12-22
4783,16,19,Task description for Task 4783,3,Low,2024-12-30
4784,34,52,Task description for Task 4784,3,High,2024-12-31
4785,4,40,Task description for Task 4785,4,Low,2024-12-30
4786,21,88,Task description for Task 4786,5,High,2024-12-28
4787,6,18,Task description for Task 4787,1,High,2024-12-25
4788,39,41,Task description for Task 4788,1,Medium,2024-12-23
4789,34,99,Task description for Task 4789,2,Low,2024-12-31
4790,23,55,Task description for Task 4790,2,High,2024-12-21
4791,24,31,Task description for Task 4791,3,Low,2024-12-25
4792,8,17,Task description for Task 4792,4,Low,2024-12-27
4793,18,5,Task description for Task 4793,2,Low,2024-12-31
4794,43,71,Task description for Task 4794,1,Medium,2024-12-26
4795,9,98,Task description for Task 4795,5,High,2024-12-28
4796,3,88,Task description for Task 4796,2,Low,2024-12-25
4797,21,71,Task description for Task 4797,5,Medium,2024-12-27
4798,28,13,Task description for Task 4798,4,Low,2024-12-27
4799,11,63,Task description for Task 4799,5,High,2024-12-21
4800,35,74,Task description for Task 4800,3,High,2024-12-27
4801,49,36,Task description for Task 4801,4,Medium,2024-12-31
4802,32,79,Task description for Task 4802,3,Medium,2024-12-24
4803,39,7,Task description for Task 4803,4,Medium,2024-12-21
4804,23,75,Task description for Task 4804,3,Medium,2024-12-28
4805,26,95,Task description for Task 4805,1,Medium,2024-12-22
4806,17,23,Task description for Task 4806,3,High,2024-12-22
4807,23,82,Task description for Task 4807,1,Low,2024-12-20
4808,10,8,Task description for Task 4808,4,Medium,2024-12-25
4809,14,71,Task description for Task 4809,3,Medium,2024-12-22
4810,12,99,Task description for Task 4810,4,High,2024-12-21
4811,34,33,Task description for Task 4811,3,Low,2024-12-24
4812,3,99,Task description for Task 4812,3,Medium,2024-12-26
4813,32,89,Task description for Task 4813,2,Medium,2024-12-30
4814,34,38,Task description for Task 4814,1,Medium,2024-12-31
4815,25,80,Task description for Task 4815,2,High,2024-12-22
4816,45,72,Task description for Task 4816,2,Medium,2024-12-30
4817,42,44,Task description for Task 4817,4,Medium,2024-12-21
4818,25,22,Task description for Task 4818,4,Medium,2024-12-29
4819,35,32,Task description for Task 4819,2,High,2024-12-21
4820,8,43,Task description for Task 4820,1,Medium,2024-12-25
4821,34,48,Task description for Task 4821,2,High,2024-12-20
4822,47,97,Task description for Task 4822,1,Low,2024-12-20
4823,41,57,Task description for Task 4823,2,High,2024-12-21
4824,19,51,Task description for Task 4824,5,High,2024-12-27
4825,1,54,Task description for Task 4825,1,Medium,2024-12-30
4826,46,8,Task description for Task 4826,5,Medium,2024-12-30
4827,29,100,Task description for Task 4827,5,Medium,2024-12-25
4828,40,57,Task description for Task 4828,2,High,2024-12-26
4829,2,15,Task description for Task 4829,4,Medium,2024-12-26
4830,29,89,Task description for Task 4830,5,High,2024-12-23
4831,6,61,Task description for Task 4831,5,High,2024-12-27
4832,36,55,Task description for Task 4832,3,High,2024-12-20
4833,17,79,Task description for Task 4833,5,Low,2024-12-30
4834,42,16,Task description for Task 4834,5,Medium,2024-12-31
4835,23,49,Task description for Task 4835,1,Medium,2024-12-31
4836,38,52,Task description for Task 4836,5,Medium,2024-12-29
4837,46,75,Task description for Task 4837,1,Low,2024-12-20
4838,47,41,Task description for Task 4838,2,Low,2024-12-25
4839,15,49,Task description for Task 4839,4,Medium,2024-12-31
4840,49,38,Task description for Task 4840,1,Low,2024-12-25
4841,44,25,Task description for Task 4841,4,Medium,2024-12-29
4842,33,38,Task description for Task 4842,2,Low,2024-12-24
4843,43,14,Task description for Task 4843,3,Low,2024-12-26
4844,23,36,Task description for Task 4844,4,High,2024-12-23
4845,18,21,Task description for Task 4845,4,Medium,2024-12-26
4846,48,60,Task description for Task 4846,2,Low,2024-12-20
4847,8,97,Task description for Task 4847,5,High,2024-12-23
4848,32,56,Task description for Task 4848,5,Medium,2024-12-22
4849,5,7,Task description for Task 4849,3,High,2024-12-23
4850,38,72,Task description for Task 4850,2,Low,2024-12-29
4851,8,80,Task description for Task 4851,5,High,2024-12-29
4852,12,97,Task description for Task 4852,5,High,2024-12-20
4853,16,99,Task description for Task 4853,5,High,2024-12-26
4854,4,24,Task description for Task 4854,4,Low,2024-12-25
4855,32,33,Task description for Task 4855,2,Medium,2024-12-27
4856,7,36,Task description for Task 4856,5,Medium,2024-12-29
4857,9,19,Task description for Task 4857,4,High,2024-12-24
4858,22,61,Task description for Task 4858,5,Low,2024-12-24
4859,22,77,Task description for Task 4859,5,Low,2024-12-20
4860,29,8,Task description for Task 4860,1,Medium,2024-12-24
4861,8,1,Task description for Task 4861,1,High,2024-12-26
4862,7,54,Task description for Task 4862,3,Medium,2024-12-27
4863,47,40,Task description for Task 4863,2,Medium,2024-12-24
4864,6,44,Task description for Task 4864,5,Low,2024-12-30
4865,19,99,Task description for Task 4865,5,Low,2024-12-25
4866,39,27,Task description for Task 4866,2,High,2024-12-23
4867,9,16,Task description for Task 4867,4,High,2024-12-30
4868,50,53,Task description for Task 4868,4,High,2024-12-21
4869,2,92,Task description for Task 4869,3,High,2024-12-23
4870,50,54,Task description for Task 4870,1,High,2024-12-30
4871,13,66,Task description for Task 4871,5,Low,2024-12-25
4872,32,94,Task description for Task 4872,4,Low,2024-12-24
4873,39,95,Task description for Task 4873,5,High,2024-12-30
4874,36,34,Task description for Task 4874,1,Medium,2024-12-23
4875,31,62,Task description for Task 4875,2,High,2024-12-24
4876,6,15,Task description for Task 4876,4,Medium,2024-12-30
4877,46,32,Task description for Task 4877,3,High,2024-12-23
4878,50,88,Task description for Task 4878,4,Low,2024-12-25
4879,43,60,Task description for Task 4879,3,Medium,2024-12-29
4880,1,1,Task description for Task 4880,2,Low,2024-12-20
